Category,City,Country/Region,Customer Name,Order Date,Order ID,Postal Code,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Year Label,Days to Ship,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,Becky Martin,12/4/2021,CA-2021-126004,10024,East,Consumer,12/5/2021,First Class,New York,Binders,2021,1,0.2,0.6048,1,1.728
Office Supplies,Philadelphia,United States,Jay Kimmel,12/19/2020,CA-2020-127453,19143,East,Consumer,12/20/2020,First Class,Pennsylvania,Appliances,2020,1,0.2,0.444,2,3.552
Office Supplies,Philadelphia,United States,Bryan Davis,1/29/2022,CA-2022-145338,19120,East,Consumer,2/1/2022,First Class,Pennsylvania,Art,2022,3,0.2,0.4768,2,4.768
Office Supplies,New York City,United States,Resi Pölking,8/19/2021,CA-2021-101980,10009,East,Consumer,8/20/2021,First Class,New York,Binders,2021,1,0.2,89.9548,2,276.784
Office Supplies,New York City,United States,Alan Hwang,12/7/2020,CA-2020-165050,10024,East,Consumer,12/9/2020,First Class,New York,Binders,2020,2,0.2,2.3408,2,6.688
Office Supplies,New York City,United States,Naresj Patel,8/9/2020,CA-2020-131338,10024,East,Consumer,8/12/2020,First Class,New York,Binders,2020,3,0.2,456.588,2,1217.568
Office Supplies,Rochester,United States,Luke Weiss,11/7/2021,CA-2021-132997,14609,East,Consumer,11/9/2021,First Class,New York,Binders,2021,2,0.2,89.9548,2,276.784
Office Supplies,Newark,United States,Susan MacKendrick,5/3/2021,CA-2021-129280,43055,East,Consumer,5/5/2021,First Class,Ohio,Labels,2021,2,0.2,2.1,2,6
Office Supplies,Lancaster,United States,Bobby Elias,2/7/2021,CA-2021-161662,43130,East,Consumer,2/9/2021,First Class,Ohio,Paper,2021,2,0.2,10.6232,2,30.352
Office Supplies,Lancaster,United States,Max Jones,4/23/2021,CA-2021-124149,43130,East,Consumer,4/26/2021,First Class,Ohio,Paper,2021,3,0.2,29.364,2,78.304
Office Supplies,Parma,United States,Anna Chung,10/15/2019,US-2019-122021,44134,East,Consumer,10/17/2019,First Class,Ohio,Paper,2019,2,0.2,2.8884,2,7.968
Office Supplies,Philadelphia,United States,Anthony Witt,12/10/2022,CA-2022-143798,19140,East,Consumer,12/12/2022,First Class,Pennsylvania,Paper,2022,2,0.2,3.6288,2,10.368
Office Supplies,Philadelphia,United States,Cindy Chapman,11/21/2022,CA-2022-100811,19143,East,Consumer,11/24/2022,First Class,Pennsylvania,Paper,2022,3,0.2,2.64,2,8.448
Office Supplies,Akron,United States,John Murray,5/16/2022,CA-2022-166576,44312,East,Consumer,5/18/2022,First Class,Ohio,Storage,2022,2,0.2,-55.256,2,221.024
Office Supplies,Cleveland,United States,Joe Elijah,8/25/2022,US-2022-105697,44105,East,Consumer,8/27/2022,First Class,Ohio,Storage,2022,2,0.2,1.9272,2,25.696
Office Supplies,Bethlehem,United States,Olvera Toch,7/28/2021,CA-2021-107783,18018,East,Consumer,7/29/2021,First Class,Pennsylvania,Appliances,2021,1,0.2,0.711,3,9.48
Office Supplies,Philadelphia,United States,Jay Kimmel,12/19/2020,CA-2020-127453,19143,East,Consumer,12/20/2020,First Class,Pennsylvania,Appliances,2020,1,0.2,43.4352,3,434.352
Office Supplies,New York City,United States,Lena Creighton,6/16/2020,US-2020-163825,10009,East,Consumer,6/19/2020,First Class,New York,Binders,2020,3,0.2,1143.891,3,3050.376
Office Supplies,Philadelphia,United States,Arthur Gainer,12/19/2020,CA-2020-115399,19134,East,Consumer,12/22/2020,First Class,Pennsylvania,Labels,2020,3,0.2,2.5056,3,6.912
Office Supplies,Cincinnati,United States,Allen Goldenen,11/20/2021,CA-2021-109820,45231,East,Consumer,11/22/2021,First Class,Ohio,Paper,2021,2,0.2,5.1012,3,15.696
Office Supplies,Philadelphia,United States,Rob Lucas,7/7/2022,US-2022-169551,19120,East,Consumer,7/9/2022,First Class,Pennsylvania,Paper,2022,2,0.2,5.4432,3,15.552
Office Supplies,Philadelphia,United States,Ralph Arnett,12/1/2022,CA-2022-127313,19120,East,Consumer,12/4/2022,First Class,Pennsylvania,Storage,2022,3,0.2,2.337,3,37.392
Office Supplies,Philadelphia,United States,Rob Lucas,7/7/2022,US-2022-169551,19120,East,Consumer,7/9/2022,First Class,Pennsylvania,Storage,2022,2,0.2,1.0044,3,13.392
Office Supplies,Philadelphia,United States,Ed Jacobs,8/13/2020,CA-2020-169656,19143,East,Consumer,8/16/2020,First Class,Pennsylvania,Storage,2020,3,0.2,15.8571,3,422.856
Office Supplies,Fairfield,United States,Tracy Blumstein,10/21/2019,CA-2019-142587,45014,East,Consumer,10/22/2019,First Class,Ohio,Appliances,2019,1,0.2,13.7016,4,121.792
Office Supplies,Philadelphia,United States,Jay Kimmel,12/19/2020,CA-2020-127453,19143,East,Consumer,12/20/2020,First Class,Pennsylvania,Appliances,2020,1,0.2,7.7728,4,88.832
Office Supplies,Columbus,United States,Joy Smith,2/27/2019,CA-2019-156545,43229,East,Consumer,3/3/2019,First Class,Ohio,Art,2019,4,0.2,3.4048,4,19.456
Office Supplies,Philadelphia,United States,Max Jones,12/8/2022,US-2022-131961,19140,East,Consumer,12/11/2022,First Class,Pennsylvania,Art,2022,3,0.2,3.6432,4,13.248
Office Supplies,New York City,United States,Nat Carroll,11/24/2021,CA-2021-124485,10035,East,Consumer,11/26/2021,First Class,New York,Binders,2021,2,0.2,6.0256,4,17.216
Office Supplies,Lancaster,United States,Duane Benoit,12/31/2021,US-2021-105830,43130,East,Consumer,1/2/2022,First Class,Ohio,Storage,2021,2,0.2,-35.2152,4,156.512
Office Supplies,Philadelphia,United States,Cindy Chapman,11/21/2022,CA-2022-100811,19143,East,Consumer,11/24/2022,First Class,Pennsylvania,Storage,2022,3,0.2,3.9296,4,39.296
Office Supplies,Lakewood,United States,Christy Brittain,11/5/2020,US-2020-136259,44107,East,Consumer,11/8/2020,First Class,Ohio,Supplies,2020,3,0.2,2.04,4,27.2
Office Supplies,Philadelphia,United States,Clytie Kelty,7/11/2020,CA-2020-142237,19134,East,Consumer,7/13/2020,First Class,Pennsylvania,Art,2020,2,0.2,0.834,5,11.12
Office Supplies,New York City,United States,Resi Pölking,8/19/2021,CA-2021-101980,10009,East,Consumer,8/20/2021,First Class,New York,Binders,2021,1,0.2,9.1785,5,25.32
Office Supplies,New York City,United States,Alan Hwang,12/7/2020,CA-2020-165050,10024,East,Consumer,12/9/2020,First Class,New York,Binders,2020,2,0.2,7.209,5,21.36
Office Supplies,Fairfield,United States,Ted Butterfield,8/3/2022,CA-2022-163566,45014,East,Consumer,8/6/2022,First Class,Ohio,Labels,2022,3,0.2,5.369,5,16.52
Office Supplies,Lancaster,United States,Max Jones,4/23/2021,CA-2021-124149,43130,East,Consumer,4/26/2021,First Class,Ohio,Storage,2021,3,0.2,6.291,5,55.92
Office Supplies,Newark,United States,Susan MacKendrick,5/3/2021,CA-2021-129280,43055,East,Consumer,5/5/2021,First Class,Ohio,Storage,2021,2,0.2,-44.019,5,195.64
Office Supplies,Philadelphia,United States,Frank Olsen,9/22/2020,US-2020-115343,19143,East,Consumer,9/25/2020,First Class,Pennsylvania,Supplies,2020,3,0.2,6.255,5,55.6
Office Supplies,New York City,United States,Resi Pölking,8/19/2021,CA-2021-101980,10009,East,Consumer,8/20/2021,First Class,New York,Binders,2021,1,0.2,55.008,6,146.688
Office Supplies,Toledo,United States,Joy Daniels,9/9/2022,CA-2022-152198,43615,East,Consumer,9/10/2022,First Class,Ohio,Labels,2022,1,0.2,5.9778,6,17.712
Office Supplies,Philadelphia,United States,Ted Trevino,4/5/2020,CA-2020-119942,19120,East,Consumer,4/7/2020,First Class,Pennsylvania,Labels,2020,2,0.2,7.7688,6,23.904
Office Supplies,Dublin,United States,Fred Harton,6/1/2022,CA-2022-106831,43017,East,Consumer,6/3/2022,First Class,Ohio,Paper,2022,2,0.2,10.0572,6,27.744
Office Supplies,Lancaster,United States,Max Jones,4/23/2021,CA-2021-124149,43130,East,Consumer,4/26/2021,First Class,Ohio,Paper,2021,3,0.2,37.9176,6,108.336
Office Supplies,Troy,United States,Seth Vernon,11/10/2021,US-2021-136581,45373,East,Consumer,11/12/2021,First Class,Ohio,Paper,2021,2,0.2,10.8864,6,31.104
Office Supplies,Philadelphia,United States,Robert Waldorf,1/15/2022,CA-2022-167752,19134,East,Consumer,1/18/2022,First Class,Pennsylvania,Appliances,2022,3,0.2,312.676,8,1924.16
Office Supplies,Philadelphia,United States,Joy Bell-,6/10/2021,CA-2021-121993,19140,East,Consumer,6/12/2021,First Class,Pennsylvania,Labels,2021,2,0.2,7.9704,8,23.616
Office Supplies,Toledo,United States,Sally Knutson,12/22/2022,CA-2022-119193,43615,East,Consumer,12/24/2022,First Class,Ohio,Binders,2022,2,0.7,-1.3128,1,1.641
Office Supplies,Philadelphia,United States,William Brown,12/10/2022,US-2022-110149,19143,East,Consumer,12/13/2022,First Class,Pennsylvania,Binders,2022,3,0.7,-2.5093,1,3.273
Office Supplies,Cincinnati,United States,Allen Goldenen,11/20/2021,CA-2021-109820,45231,East,Consumer,11/22/2021,First Class,Ohio,Binders,2021,2,0.7,-1.9272,2,2.628
Office Supplies,Dublin,United States,Fred Harton,6/1/2022,CA-2022-106831,43017,East,Consumer,6/3/2022,First Class,Ohio,Binders,2022,2,0.7,-2.6586,2,3.798
Office Supplies,Toledo,United States,Joy Daniels,9/9/2022,CA-2022-152198,43615,East,Consumer,9/10/2022,First Class,Ohio,Binders,2022,1,0.7,-5.215,2,6.258
Office Supplies,Philadelphia,United States,Pamela Stobb,9/14/2022,CA-2022-156237,19140,East,Consumer,9/15/2022,First Class,Pennsylvania,Binders,2022,1,0.7,-2.588,2,3.882
Office Supplies,Philadelphia,United States,Adam Shillingsburg,9/16/2022,CA-2022-136448,19143,East,Consumer,9/18/2022,First Class,Pennsylvania,Binders,2022,2,0.7,-2.7552,2,3.444
Office Supplies,Philadelphia,United States,Adam Shillingsburg,9/16/2022,CA-2022-136448,19143,East,Consumer,9/18/2022,First Class,Pennsylvania,Binders,2022,2,0.7,-412.6154,2,538.194
Office Supplies,Cincinnati,United States,Allen Goldenen,11/20/2021,CA-2021-109820,45231,East,Consumer,11/22/2021,First Class,Ohio,Binders,2021,2,0.7,-10.5798,3,14.427
Office Supplies,Lakewood,United States,Christy Brittain,11/5/2020,US-2020-136259,44107,East,Consumer,11/8/2020,First Class,Ohio,Binders,2020,3,0.7,-5.5338,3,7.218
Office Supplies,Toledo,United States,Joy Daniels,9/9/2022,CA-2022-152198,43615,East,Consumer,9/10/2022,First Class,Ohio,Binders,2022,1,0.7,-3.564,3,4.86
Office Supplies,Philadelphia,United States,Clytie Kelty,7/11/2020,CA-2020-142237,19134,East,Consumer,7/13/2020,First Class,Pennsylvania,Binders,2020,2,0.7,-2.0016,3,2.502
Office Supplies,Philadelphia,United States,Larry Hughes,9/21/2019,CA-2019-117478,19140,East,Consumer,9/24/2019,First Class,Pennsylvania,Binders,2019,3,0.7,-5.037,3,6.57
Office Supplies,Philadelphia,United States,Clytie Kelty,7/11/2020,CA-2020-142237,19134,East,Consumer,7/13/2020,First Class,Pennsylvania,Binders,2020,2,0.7,-4.752,4,6.48
Office Supplies,Philadelphia,United States,Pamela Stobb,9/14/2022,CA-2022-156237,19140,East,Consumer,9/15/2022,First Class,Pennsylvania,Binders,2022,1,0.7,-12.208,4,18.312
Office Supplies,Bethlehem,United States,Olvera Toch,7/28/2021,CA-2021-107783,18018,East,Consumer,7/29/2021,First Class,Pennsylvania,Binders,2021,1,0.7,-913.176,6,1369.764
Office Supplies,Lafayette,United States,Bruce Degenhardt,5/30/2022,CA-2022-125472,70506,South,Consumer,5/31/2022,First Class,Louisiana,Binders,2022,1,0,1.8672,1,3.89
Office Supplies,Waynesboro,United States,Lauren Leatherbury,4/16/2020,CA-2020-137974,22980,South,Consumer,4/18/2020,First Class,Virginia,Binders,2020,2,0,4.57,1,9.14
Office Supplies,Suffolk,United States,Shaun Weien,12/11/2020,CA-2020-150560,23434,South,Consumer,12/12/2020,First Class,Virginia,Labels,2020,1,0,96.3438,2,196.62
Office Supplies,Little Rock,United States,Clytie Kelty,6/6/2021,US-2021-167472,72209,South,Consumer,6/7/2021,First Class,Arkansas,Paper,2021,1,0,6.2208,2,12.96
Office Supplies,Lafayette,United States,Amy Cox,12/19/2022,CA-2022-158729,70506,South,Consumer,12/21/2022,First Class,Louisiana,Supplies,2022,2,0,33.3124,2,1665.62
Office Supplies,Virginia Beach,United States,Thomas Thornton,10/30/2020,CA-2020-132318,23464,South,Consumer,11/2/2020,First Class,Virginia,Appliances,2020,3,0,53.0439,3,182.91
Office Supplies,Charlottesville,United States,Adam Shillingsburg,12/2/2022,US-2022-108063,22901,South,Consumer,12/5/2022,First Class,Virginia,Art,2022,3,0,10.395,3,34.65
Office Supplies,Little Rock,United States,Clytie Kelty,6/6/2021,US-2021-167472,72209,South,Consumer,6/7/2021,First Class,Arkansas,Binders,2021,1,0,5.6016,3,11.67
Office Supplies,Little Rock,United States,Clytie Kelty,6/6/2021,US-2021-167472,72209,South,Consumer,6/7/2021,First Class,Arkansas,Binders,2021,1,0,30.7872,3,64.14
Office Supplies,Woodstock,United States,Lauren Leatherbury,8/12/2019,CA-2019-153927,30188,South,Consumer,8/13/2019,First Class,Georgia,Binders,2019,1,0,6.7392,3,14.04
Office Supplies,Lafayette,United States,Michelle Huthwaite,10/13/2022,CA-2022-103212,70506,South,Consumer,10/14/2022,First Class,Louisiana,Labels,2022,1,0,5.2029,3,11.07
Office Supplies,Little Rock,United States,Clytie Kelty,6/6/2021,US-2021-167472,72209,South,Consumer,6/7/2021,First Class,Arkansas,Paper,2021,1,0,28.1718,3,59.94
Office Supplies,Louisville,United States,Natalie DeCherney,5/5/2021,CA-2021-145247,40214,South,Consumer,5/7/2021,First Class,Kentucky,Paper,2021,2,0,36.4044,3,79.14
Office Supplies,Columbus,United States,Anna Gayman,9/24/2022,CA-2022-163335,31907,South,Consumer,9/27/2022,First Class,Georgia,Storage,2022,3,0,10.0725,3,40.29
Office Supplies,Chesapeake,United States,Emily Grady,11/2/2020,CA-2020-138625,23320,South,Consumer,11/5/2020,First Class,Virginia,Appliances,2020,3,0,55.3616,4,197.72
Office Supplies,Richmond,United States,Bradley Drucker,12/23/2020,CA-2020-117828,23223,South,Consumer,12/26/2020,First Class,Virginia,Appliances,2020,3,0,56.3528,4,194.32
Office Supplies,Fayetteville,United States,Joel Eaton,9/22/2022,CA-2022-161053,72701,South,Consumer,9/23/2022,First Class,Arkansas,Binders,2022,1,0,318.3016,4,691.96
Office Supplies,Atlanta,United States,John Stevenson,2/12/2021,CA-2021-110492,30318,South,Consumer,2/14/2021,First Class,Georgia,Binders,2021,2,0,7.4824,4,15.92
Office Supplies,Springfield,United States,Roy Französisch,8/13/2021,CA-2021-125843,22153,South,Consumer,8/16/2021,First Class,Virginia,Binders,2021,3,0,10.7136,4,22.32
Office Supplies,Florence,United States,Sheri Gordon,3/23/2020,CA-2020-130218,29501,South,Consumer,3/26/2020,First Class,South Carolina,Fasteners,2020,3,0,14.202,4,31.56
Office Supplies,Lafayette,United States,Michelle Huthwaite,10/13/2022,CA-2022-103212,70506,South,Consumer,10/14/2022,First Class,Louisiana,Paper,2022,1,0,12.4416,4,25.92
Office Supplies,Florence,United States,Sheri Gordon,3/23/2020,CA-2020-130218,29501,South,Consumer,3/26/2020,First Class,South Carolina,Storage,2020,3,0,0.5584,4,27.92
Office Supplies,Louisville,United States,Justin MacKendrick,4/30/2019,CA-2019-160094,40214,South,Consumer,5/2/2019,First Class,Kentucky,Art,2019,2,0,45.487,5,174.95
Office Supplies,Lafayette,United States,James Galang,7/24/2021,CA-2021-102498,70506,South,Consumer,7/25/2021,First Class,Louisiana,Art,2021,1,0,21.228,5,73.2
Office Supplies,Louisville,United States,Justin MacKendrick,4/30/2019,CA-2019-160094,40214,South,Consumer,5/2/2019,First Class,Kentucky,Storage,2019,2,0,214.76,5,826
Office Supplies,Virginia Beach,United States,Tamara Dahlen,5/19/2019,CA-2019-130155,23464,South,Consumer,5/22/2019,First Class,Virginia,Supplies,2019,3,0,9.234,5,34.2
Office Supplies,Arlington,United States,Gary Zandusky,5/6/2022,CA-2022-156769,22204,South,Consumer,5/9/2022,First Class,Virginia,Art,2022,3,0,18.0378,6,54.66
Office Supplies,Atlanta,United States,John Stevenson,2/12/2021,CA-2021-110492,30318,South,Consumer,2/14/2021,First Class,Georgia,Storage,2021,2,0,175.5156,6,1350.12
Office Supplies,Columbus,United States,Anna Gayman,9/24/2022,CA-2022-163335,31907,South,Consumer,9/27/2022,First Class,Georgia,Binders,2022,3,0,17.8066,7,38.71
Office Supplies,Springfield,United States,Roy Französisch,8/13/2021,CA-2021-125843,22153,South,Consumer,8/16/2021,First Class,Virginia,Labels,2021,3,0,51.8,7,103.6
Office Supplies,Louisville,United States,Alan Hwang,10/13/2022,US-2022-148831,40214,South,Consumer,10/15/2022,First Class,Kentucky,Storage,2022,2,0,104.568,8,348.56
Office Supplies,Jacksonville,United States,Rob Beeghly,1/14/2022,CA-2022-138779,28540,South,Consumer,1/15/2022,First Class,North Carolina,Envelopes,2022,1,0.2,7.3386,1,21.744
Office Supplies,Memphis,United States,Herbert Flentye,5/1/2021,CA-2021-164784,38109,South,Consumer,5/4/2021,First Class,Tennessee,Labels,2021,3,0.2,1.2948,1,3.984
Office Supplies,Miami,United States,Pauline Johnson,6/20/2022,CA-2022-151218,33180,South,Consumer,6/23/2022,First Class,Florida,Storage,2022,3,0.2,0.3348,1,4.464
Office Supplies,Memphis,United States,Dorothy Dickinson,12/30/2019,CA-2019-166730,38109,South,Consumer,1/1/2020,First Class,Tennessee,Storage,2019,2,0.2,-8.8038,1,39.128
Office Supplies,Concord,United States,Denise Leinenbach,6/23/2019,US-2019-130358,28027,South,Consumer,6/26/2019,First Class,North Carolina,Supplies,2019,3,0.2,0.3492,1,3.104
Office Supplies,Jacksonville,United States,Liz Thompson,11/19/2021,CA-2021-157364,28540,South,Consumer,11/21/2021,First Class,North Carolina,Art,2021,2,0.2,6.006,2,18.48
Office Supplies,Coral Springs,United States,Arthur Gainer,5/1/2022,CA-2022-110198,33065,South,Consumer,5/2/2022,First Class,Florida,Labels,2022,1,0.2,1.4976,2,4.608
Office Supplies,Durham,United States,Lena Radford,11/30/2020,CA-2020-141327,27707,South,Consumer,12/3/2020,First Class,North Carolina,Appliances,2020,3,0.2,9.8352,3,98.352
Office Supplies,Goldsboro,United States,Sandra Flanagan,12/16/2021,CA-2021-130442,27534,South,Consumer,12/19/2021,First Class,North Carolina,Appliances,2021,3,0.2,3.0576,3,34.944
Office Supplies,Burlington,United States,Jennifer Halladay,11/20/2022,CA-2022-121818,27217,South,Consumer,11/21/2022,First Class,North Carolina,Art,2022,1,0.2,1.7955,3,28.728
Office Supplies,Miami,United States,Dan Campbell,6/22/2022,US-2022-133781,33178,South,Consumer,6/23/2022,First Class,Florida,Envelopes,2022,1,0.2,12.6927,3,37.608
Office Supplies,Delray Beach,United States,Bruce Geld,3/23/2019,CA-2019-164749,33445,South,Consumer,3/26/2019,First Class,Florida,Labels,2019,3,0.2,3.2214,3,9.912
Office Supplies,Jacksonville,United States,Sue Ann Reed,4/9/2022,CA-2022-122154,32216,South,Consumer,4/11/2022,First Class,Florida,Labels,2022,2,0.2,4.914,3,15.12
Office Supplies,Jacksonville,United States,Sue Ann Reed,4/9/2022,CA-2022-122154,32216,South,Consumer,4/11/2022,First Class,Florida,Paper,2022,2,0.2,88.074,3,251.64
Office Supplies,Miami,United States,Bobby Elias,9/23/2022,CA-2022-121314,33178,South,Consumer,9/26/2022,First Class,Florida,Paper,2022,3,0.2,88.074,3,251.64
Office Supplies,Nashville,United States,Toby Ritter,8/14/2021,CA-2021-119515,37211,South,Consumer,8/16/2021,First Class,Tennessee,Paper,2021,2,0.2,5.4432,3,15.552
Office Supplies,Fayetteville,United States,Helen Andreada,8/9/2021,US-2021-113649,28314,South,Consumer,8/12/2021,First Class,North Carolina,Appliances,2021,3,0.2,64.0728,4,569.536
Office Supplies,Wilmington,United States,Evan Bailliet,10/9/2022,CA-2022-162635,28403,South,Consumer,10/10/2022,First Class,North Carolina,Paper,2022,1,0.2,3.5152,4,10.816
Office Supplies,Hollywood,United States,Christine Sundaresam,8/15/2019,CA-2019-109043,33021,South,Consumer,8/17/2019,First Class,Florida,Appliances,2019,2,0.2,17.127,5,152.24
Office Supplies,Hollywood,United States,Christine Sundaresam,8/15/2019,CA-2019-109043,33021,South,Consumer,8/17/2019,First Class,Florida,Paper,2019,2,0.2,29.692,5,91.36
Office Supplies,Jacksonville,United States,Dean Braden,3/26/2021,US-2021-162677,28540,South,Consumer,3/27/2021,First Class,North Carolina,Storage,2021,1,0.2,5.9185,5,67.64
Office Supplies,Burlington,United States,Jennifer Halladay,11/20/2022,CA-2022-121818,27217,South,Consumer,11/21/2022,First Class,North Carolina,Art,2022,1,0.2,2.6964,7,23.968
Office Supplies,Charlotte,United States,Alex Grayson,12/18/2022,CA-2022-108287,28205,South,Consumer,12/20/2022,First Class,North Carolina,Art,2022,2,0.2,1.4256,9,12.672
